10 0.02
510 1.31
1010 2.56
1510 4.12
2010 5.47
2510 6.80
3010 8.72
3510 9.82
4010 11.05
4510 12.64
5010 14.24
5510 16.11
6010 17.69
6510 18.81
7010 20.78
7510 22.27
8010 23.81
8510 25.47
9010 27.81
9510 28.73
10010 30.80
10510 31.99
11010 34.18
11510 35.84
12010 37.62
12510 39.12
13010 40.73
13510 42.46
14010 44.98
14510 46.13
15010 47.66
15510 50.83
16010 53.45
16510 55.60
17010 57.27
17510 56.37
18010 60.29
18510 61.84
19010 64.25
19510 64.84
20010 68.35
20510 68.49
21010 69.73
21510 70.90
22010 73.58
22510 76.14
23010 77.43
23510 79.29
24010 81.58
24510 82.69
25010 86.22
25510 86.66
26010 88.61
26510 89.93
27010 92.06
27510 94.84
28010 94.88
28510 97.19
29010 100.06
29510 102.14
30010 102.06
30510 105.31
31010 105.47
31510 107.22
32010 110.43
32510 113.13
33010 113.76
33510 115.73
34010 116.94
34510 120.64
35010 123.07
35510 123.33
36010 126.52
36510 128.11
37010 128.98
37510 131.22
38010 132.62
38510 136.41
39010 139.11
39510 139.80
40010 141.97
40510 144.43
41010 145.89
41510 147.97
42010 151.06
42510 149.65
43010 152.88
43510 155.46
44010 156.38
44510 157.08
45010 160.99
45510 163.60
46010 164.68
46510 164.76
47010 169.55
47510 171.13
48010 173.15
48510 172.78
49010 176.99
49510 179.73
