10 0.005000
510 0.091000
1010 0.189000
1510 0.303000
2010 0.409000
2510 0.537000
3010 0.343000
3510 0.190000
4010 0.230000
4510 0.266000
5010 0.334000
5510 0.305000
6010 0.363000
6510 0.409000
7010 0.409000
7510 0.530000
8010 0.464000
8510 0.638000
9010 0.555000
9510 0.601000
10010 0.610000
10510 0.624000
11010 0.652000
11510 0.682000
12010 0.720000
12510 0.783000
13010 0.783000
13510 0.841000
14010 0.847000
14510 0.925000
15010 0.925000
15510 0.935000
16010 1.050000
16510 1.036000
17010 1.151000
17510 1.133000
18010 1.160000
18510 1.209000
19010 1.230000
19510 1.275000
20010 1.275000
20510 1.331000
21010 1.334000
21510 1.451000
22010 1.573000
22510 1.603000
23010 1.494000
23510 1.498000
24010 1.549000
24510 1.581000
25010 1.606000
25510 1.709000
26010 1.746000
26510 1.904000
27010 1.854000
27510 1.844000
28010 1.873000
28510 1.824000
29010 1.898000
29510 1.869000
30010 2.115000
30510 2.005000
31010 2.043000
31510 2.143000
32010 2.040000
32510 2.141000
33010 2.082000
33510 2.397000
34010 2.295000
34510 2.273000
35010 2.304000
35510 2.337000
36010 2.388000
36510 2.522000
37010 2.527000
37510 2.434000
38010 2.576000
38510 2.560000
39010 2.535000
39510 2.618000
40010 2.684000
40510 2.636000
41010 2.764000
41510 2.687000
42010 2.768000
42510 2.846000
43010 2.897000
43510 2.851000
44010 2.959000
44510 2.952000
45010 3.021000
45510 3.017000
46010 3.132000
46510 3.136000
47010 3.120000
47510 3.261000
48010 3.201000
48510 3.212000
49010 3.228000
49510 3.314000
