10 0.53
510 0.58
1010 0.16
1510 0.23
2010 0.30
2510 0.36
3010 0.42
3510 0.51
4010 0.28
4510 0.29
5010 0.29
5510 0.32
6010 0.35
6510 0.43
7010 0.41
7510 0.45
8010 0.44
8510 0.48
9010 0.54
9510 0.61
10010 0.62
10510 0.64
11010 0.66
11510 0.70
12010 0.70
12510 0.77
13010 0.75
13510 0.82
14010 0.84
14510 0.89
15010 1.06
15510 0.98
16010 1.11
16510 1.03
17010 1.06
17510 1.08
18010 1.16
18510 1.26
19010 1.21
19510 1.31
20010 1.26
20510 1.46
21010 1.32
21510 1.41
22010 1.50
22510 1.42
23010 1.55
23510 1.62
24010 1.62
24510 1.60
25010 1.73
25510 1.68
26010 1.82
26510 1.74
27010 1.74
27510 1.82
28010 1.83
28510 1.81
29010 1.90
29510 1.91
30010 2.07
30510 1.94
31010 1.98
31510 2.11
32010 2.10
32510 2.18
33010 2.21
33510 2.21
34010 2.27
34510 2.35
35010 2.40
35510 2.31
36010 2.38
36510 2.40
37010 2.42
37510 2.45
38010 2.50
38510 2.54
39010 2.63
39510 2.58
40010 2.68
40510 2.72
41010 2.79
41510 2.72
42010 2.76
42510 2.91
43010 2.86
43510 2.98
44010 3.07
44510 3.11
45010 3.04
45510 3.02
46010 3.04
46510 3.23
47010 3.22
47510 3.17
48010 3.17
48510 3.34
49010 3.32
49510 3.35
